caption_sentence,cleaned_tokens
"You<00:13:07.360><c> need</c><00:13:07.440><c> to</c><00:13:07.600><c> believe</c><00:13:07.839><c> it</c><00:13:08.079><c> in</c><00:13:08.240><c> order</c><00:13:08.399><c> to</c> You need to believe it in order to You need to believe it in order to achieve<00:13:08.880><c> it.</c><00:13:10.320><c> When</c><00:13:10.560><c> you</c><00:13:10.800><c> close</c><00:13:11.040><c> your</c><00:13:11.200><c> eyes,</c> achieve it.","['need', 'believe', 'order', 'need', 'believe', 'order', 'need', 'believe', 'order', 'achieve', 'close', 'eye', 'achieve']"
"When you close your eyes, achieve it.","['close', 'eye', 'achieve']"
"When you close your eyes, I'm<00:13:12.240><c> going</c><00:13:12.399><c> to</c><00:13:12.480><c> ask</c><00:13:12.639><c> Jeff</c><00:13:12.880><c> to</c><00:13:13.040><c> uncap</c><00:13:13.360><c> a</c><00:13:13.600><c> marker</c> I'm going to ask Jeff to uncap a marker I'm going to ask Jeff to uncap a marker and<00:13:14.320><c> you're</c><00:13:14.560><c> going</c><00:13:14.639><c> to</c><00:13:14.720><c> write</c><00:13:14.880><c> the</c><00:13:15.040><c> person.</c> and you're going to write the person.","['close', 'eye', 'going', 'ask', 'jeff', 'uncap', 'marker', 'going', 'ask', 'jeff', 'uncap', 'marker', 'going', 'ask', 'jeff', 'uncap', 'marker', 'youre', 'going', 'write', 'person', 'youre', 'going', 'write', 'person']"
and you're going to write the person.,"['youre', 'going', 'write', 'person']"
"Now,<00:13:15.519><c> very</c><00:13:15.680><c> important,</c><00:13:16.480><c> Jeff.</c><00:13:16.800><c> You</c><00:13:16.880><c> thought</c> Now, very important, Jeff.","['important', 'jeff', 'thought', 'important', 'jeff']"
"You thought Now, very important, Jeff.","['thought', 'important', 'jeff']"
You thought of<00:13:17.200><c> one</c><00:13:17.360><c> person.</c><00:13:17.680><c> Is</c><00:13:17.839><c> that</c><00:13:18.000><c> correct?</c> of one person.,"['thought', 'one', 'person', 'correct', 'one', 'person']"
Is that correct?,['correct']
of one person.,"['one', 'person']"
Is that correct?,['correct']
&gt;&gt; That's<00:13:18.639><c> right.</c> &gt;&gt; That's right.,"['gtgt', 'thats', 'right', 'gtgt', 'thats', 'right']"
&gt;&gt; That's right.,"['gtgt', 'thats', 'right']"
"&gt;&gt; Okay.<00:13:19.279><c> Cuz</c><00:13:19.519><c> you</c><00:13:19.600><c> know,</c><00:13:19.760><c> Nira</c><00:13:20.320><c> is</c><00:13:20.560><c> like</c><00:13:20.720><c> having</c> &gt;&gt; Okay.","['gtgt', 'okay', 'cuz', 'know', 'nira', 'like', 'gtgt', 'okay']"
"Cuz you know, Nira is like having &gt;&gt; Okay.","['cuz', 'know', 'nira', 'like', 'gtgt', 'okay']"
"Cuz you know, Nira is like having dinner.<00:13:21.920><c> She's</c><00:13:22.320><c> like,</c><00:13:22.720><c> ""Load</c><00:13:23.040><c> it</c><00:13:23.200><c> up.</c><00:13:23.360><c> Let's</c> dinner.","['cuz', 'know', 'nira', 'like', 'dinner', 'shes', 'like', 'load', 'let', 'dinner']"
"She's like, ""Load it up.","['shes', 'like', 'load']"
Let's dinner.,"['let', 'dinner']"
"She's like, ""Load it up.","['shes', 'like', 'load']"
"Let's get<00:13:23.600><c> a</c><00:13:23.760><c> six</c><00:13:24.079><c> top.""</c><00:13:25.200><c> Brett,</c><00:13:26.240><c> close</c><00:13:26.560><c> your</c><00:13:26.720><c> eyes.</c> get a six top."" Brett, close your eyes.","['let', 'get', 'six', 'top', 'brett', 'close', 'eye', 'get', 'six', 'top', 'brett', 'close', 'eye']"
"get a six top."" Brett, close your eyes.","['get', 'six', 'top', 'brett', 'close', 'eye']"
"His<00:13:28.560><c> eyes</c><00:13:29.040><c> are</c><00:13:29.440><c> closed.</c><00:13:30.000><c> Brett,</c><00:13:30.480><c> keep</c><00:13:30.720><c> your</c> His eyes are closed.","['eye', 'closed', 'brett', 'keep', 'eye', 'closed']"
"Brett, keep your His eyes are closed.","['brett', 'keep', 'eye', 'closed']"
"Brett, keep your eyes<00:13:31.120><c> closed.</c> eyes closed.","['brett', 'keep', 'eye', 'closed', 'eye', 'closed']"
eyes closed.,"['eye', 'closed']"
"Jeff,<00:13:33.040><c> open</c><00:13:33.279><c> up</c><00:13:33.360><c> your</c><00:13:33.600><c> marker,</c><00:13:34.000><c> please.</c><00:13:34.800><c> As</c> Jeff, open up your marker, please.","['jeff', 'open', 'marker', 'please', 'jeff', 'open', 'marker', 'please']"
"As Jeff, open up your marker, please.","['jeff', 'open', 'marker', 'please']"
As big<00:13:35.200><c> as</c><00:13:35.440><c> you</c><00:13:35.600><c> can</c><00:13:36.800><c> so</c><00:13:37.040><c> we</c><00:13:37.279><c> can't</c><00:13:37.519><c> see</c><00:13:37.600><c> it.</c><00:13:37.920><c> Write</c> big as you can so we can't see it.,"['big', 'cant', 'see', 'write', 'big', 'cant', 'see']"
Write big as you can so we can't see it.,"['write', 'big', 'cant', 'see']"
Write down<00:13:38.240><c> the</c><00:13:38.480><c> first</c><00:13:38.639><c> and</c><00:13:38.880><c> last</c><00:13:39.040><c> name</c><00:13:39.200><c> of</c><00:13:39.360><c> the</c> down the first and last name of the down the first and last name of the person<00:13:39.680><c> you</c><00:13:39.920><c> are</c><00:13:40.079><c> imagining</c><00:13:40.639><c> sitting</c><00:13:40.880><c> down</c><00:13:41.040><c> to</c> person you are imagining sitting down to person you are imagining sitting down to dinner<00:13:41.440><c> with.</c> dinner with.,"['write', 'first', 'last', 'name', 'first', 'last', 'name', 'first', 'last', 'name', 'person', 'imagining', 'sitting', 'person', 'imagining', 'sitting', 'person', 'imagining', 'sitting', 'dinner', 'dinner']"
dinner with.,['dinner']
"Brett,<00:13:44.720><c> open</c><00:13:45.040><c> your</c><00:13:45.200><c> eyes.</c><00:13:46.160><c> You</c><00:13:46.399><c> have</c><00:13:46.480><c> to</c> Brett, open your eyes.","['brett', 'open', 'eye', 'brett', 'open', 'eye']"
"You have to Brett, open your eyes.","['brett', 'open', 'eye']"
You have to believe<00:13:46.800><c> it</c><00:13:46.880><c> in</c><00:13:47.040><c> order</c><00:13:47.200><c> to</c><00:13:47.279><c> achieve</c><00:13:47.600><c> it.</c><00:13:48.079><c> Look</c> believe it in order to achieve it.,"['believe', 'order', 'achieve', 'look', 'believe', 'order', 'achieve']"
Look believe it in order to achieve it.,"['look', 'believe', 'order', 'achieve']"
Look not<00:13:48.720><c> into</c><00:13:48.959><c> his</c><00:13:49.120><c> eyes.</c><00:13:49.360><c> Look</c><00:13:49.440><c> into</c><00:13:49.680><c> his</c><00:13:49.839><c> soul.</c> not into his eyes.,"['look', 'eye', 'look', 'soul', 'eye']"
Look into his soul.,"['look', 'soul']"
not into his eyes.,['eye']
Look into his soul.,"['look', 'soul']"
"And<00:13:50.480><c> when</c><00:13:50.639><c> I</c><00:13:50.800><c> snap</c><00:13:51.120><c> my</c><00:13:51.279><c> fingers,</c><00:13:52.079><c> tell</c><00:13:52.240><c> him</c><00:13:52.720><c> who</c> And when I snap my fingers, tell him who And when I snap my fingers, tell him who is<00:13:53.040><c> he</c><00:13:53.200><c> having</c><00:13:53.360><c> dinner</c><00:13:53.600><c> with.</c> is he having dinner with.","['snap', 'finger', 'tell', 'snap', 'finger', 'tell', 'snap', 'finger', 'tell', 'dinner', 'dinner']"
is he having dinner with.,['dinner']
&gt;&gt; Barack<00:13:54.720><c> Obama.</c> &gt;&gt; Barack Obama.,"['gtgt', 'barack', 'obama', 'gtgt', 'barack', 'obama']"
&gt;&gt; Barack Obama.,"['gtgt', 'barack', 'obama']"
&gt;&gt; Turn<00:13:55.600><c> it</c><00:13:55.760><c> around.</c><00:13:56.560><c> Show</c><00:13:56.880><c> everybody.</c><00:13:57.839><c> Show</c> &gt;&gt; Turn it around.,"['gtgt', 'turn', 'around', 'show', 'everybody', 'show', 'gtgt', 'turn', 'around']"
Show everybody.,"['show', 'everybody']"
Show &gt;&gt; Turn it around.,"['show', 'gtgt', 'turn', 'around']"
Show everybody.,"['show', 'everybody']"
Show everybody.,"['show', 'everybody']"
"Thank<00:14:04.880><c> you,</c><00:14:05.120><c> Brett.</c> I<00:14:18.800><c> am</c><00:14:18.880><c> O</c><00:14:19.120><c> Pearlman.</c><00:14:19.600><c> Thank</c><00:14:19.680><c> you</c><00:14:19.839><c> very</c><00:14:20.000><c> much</c> I am O Pearlman.","['thank', 'brett', 'pearlman', 'thank', 'much', 'pearlman']"
Thank you very much I am O Pearlman.,"['thank', 'much', 'pearlman']"
Thank you very much everybody.,"['thank', 'much', 'everybody']"
